Index,Symbol,Company Name,Market Cap,Last Sale,% Change,Revenue
2899,WKSP,Worksport Ltd.,11.99M,3.640,7.37%,6.40M
2900,ABVE,Above Food Ingredients Inc.,11.99M,0.420,-4.76%,275.38M
2901,BLNE,"Beeline Holdings, Inc.",11.97M,1.970,-17.92%,
2902,DRCT,"Direct Digital Holdings, Inc.",11.92M,0.780,-0.73%,94.22M
2903,EVAX,Evaxion Biotech A/S,11.84M,1.890,-0.53%,3.30M
2904,NAAS,NaaS Technology Inc.,11.72M,0.887,-3.96%,43.26M
2905,JTAI,Jet.AI Inc.,11.67M,5.40,-1.64%,15.03M
2906,SMTK,"SmartKem, Inc.",11.61M,3.260,4.82%,40.00K
2907,PSIG,PS International Group Ltd.,11.60M,0.460,-1.96%,112.32M
2908,FLYE,"Fly-E Group, Inc.",11.56M,0.470,-3.96%,28.55M
2909,LYRA,"Lyra Therapeutics, Inc.",11.53M,0.175,5.04%,1.53M
2910,BNRG,Brenmiller Energy Ltd,11.49M,1.420,9.06%,
2911,MCVT,"Mill City Ventures III, Ltd.",11.49M,1.800,-1.10%,3.30M
2912,STFS,Star Fashion Culture Holdings Limited,11.42M,0.940,,14.97M
2913,INBS,Intelligent Bio Solutions Inc.,11.40M,2.160,3.35%,3.03M
2914,UCAR,U Power Limited,11.35M,2.820,-56.21%,4.27M
2915,SSKN,"STRATA Skin Sciences, Inc.",11.18M,2.680,0.75%,32.68M
2916,VSTE,Vast Renewables Limited,11.09M,0.370,1.09%,6.19M
2917,QNTM,Quantum BioPharma Ltd.,11.08M,5.66,-16.15%,
2918,SUGP,SU Group Holdings Limited,11.08M,0.800,-3.60%,23.45M
2919,APCX,AppTech Payments Corp.,11.06M,0.400,2.83%,365.00K
2920,MIGI,Mawson Infrastructure Group Inc.,11.04M,0.590,3.87%,58.22M
2921,BSLK,"Bolt Projects Holdings, Inc.",11.03M,0.321,0.31%,1.37M
2922,SONM,"Sonim Technologies, Inc.",10.96M,2.240,2.28%,56.74M
2923,YYAI,Connexa Sports Technologies Inc.,10.92M,0.750,-0.12%,
2924,APLM,"Apollomics, Inc.",10.92M,9.90,-4.72%,2.10M
2925,WCT,Wellchange Holdings Company Limited,10.91M,0.236,-9.27%,2.37M
2926,MHUA,"Meihua International Medical Technologies Co., Ltd.",10.91M,0.342,0.62%,94.25M
2927,PMCB,"PharmaCyte Biotech, Inc.",10.89M,1.580,-5.39%,
2928,LOBO,Lobo EV Technologies Ltd.,10.87M,1.260,-0.01%,19.47M
2929,SOGP,Sound Group Inc.,10.84M,2.201,-2.78%,250.40M
2930,EDUC,Educational Development Corporation,10.82M,1.260,-1.22%,36.52M
2931,TLPH,"Talphera, Inc.",10.81M,0.635,3.04%,281.00K
2932,ASTC,Astrotech Corporation,10.80M,6.49,-0.76%,419.00K
2933,EFOI,"Energy Focus, Inc.",10.57M,2.010,-2.43%,5.98M
2934,INDP,"Indaptus Therapeutics, Inc.",10.39M,0.720,-4.62%,
2935,DUO,Fangdd Network Group Ltd.,10.39M,0.331,-7.07%,37.35M
2936,TRAW,"Traws Pharma, Inc.",10.37M,2.840,-1.39%,226.00K
2937,BBGI,"Beasley Broadcast Group, Inc.",10.29M,5.81,-4.60%,240.29M
2938,TXMD,"TherapeuticsMD, Inc.",10.26M,0.890,5.89%,1.60M
2939,COSM,Cosmos Health Inc.,10.21M,0.486,-5.19%,56.04M
2940,HWH,HWH International Inc.,10.20M,1.575,19.32%,1.17M
2941,ANY,Sphere 3D Corp.,10.20M,0.480,5.96%,21.66M
2942,GREE,Greenidge Generation Holdings Inc.,10.18M,0.890,-4.22%,64.38M
2943,IMRN,Immuron Limited,10.10M,1.780,-1.66%,4.05M
2944,GRYP,"Gryphon Digital Mining, Inc.",10.07M,0.194,-1.82%,22.78M
2945,PRPO,"Precipio, Inc.",10.05M,6.78,-0.05%,17.41M
2946,GELS,Gelteq Limited,10.00M,1.060,8.02%,95.62K
2947,XTLB,XTL Biopharmaceuticals Ltd.,9.99M,1.170,-0.85%,46.00K
2948,KPRX,"Kiora Pharmaceuticals, Inc.",9.87M,3.290,3.46%,16.02M
2949,VRME,"VerifyMe, Inc.",9.87M,0.794,-8.69%,24.21M
2950,AMST,Amesite Inc.,9.87M,2.470,-1.20%,86.12K
2951,MNDR,Mobile-health Network Solutions,9.83M,2.280,0.44%,13.97M
2952,CPOP,"Pop Culture Group Co., Ltd",9.83M,0.658,-0.30%,47.38M
2953,RETO,"ReTo Eco-Solutions, Inc.",9.81M,5.07,1.40%,3.84M
2954,AGH,Aureus Greenway Holdings Inc.,9.74M,0.702,-33.14%,3.24M
2955,CJET,"Chijet Motor Company, Inc.",9.69M,1.810,2.84%,10.28M
2956,CLWT,Euro Tech Holdings Company Limited,9.65M,1.250,4.17%,17.24M
2957,DFLI,Dragonfly Energy Holdings Corp.,9.63M,1.380,5.34%,48.87M
2958,SLXN,Silexion Therapeutics Corp,9.59M,1.140,2.70%,
2959,EEIQ,EpicQuest Education Group International Limited,9.59M,0.731,2.81%,8.15M
2960,RMCF,"Rocky Mountain Chocolate Factory, Inc.",9.53M,1.240,-0.80%,27.94M
2961,AIEV,"Thunder Power Holdings, Inc.",9.53M,0.188,-6.00%,
2962,RVSN,Rail Vision Ltd.,9.51M,0.473,-1.42%,903.00K
2963,YJ,Yunji Inc.,9.49M,1.930,3.21%,66.96M
2964,TSBX,Turnstone Biologics Corp.,9.48M,0.407,-2.95%,
2965,NEUP,Neuphoria Therapeutics Inc.,9.45M,5.38,3.86%,662.72K
2966,BSGM,"BioSig Technologies, Inc.",9.39M,0.545,-18.10%,39.00K
2967,BTBD,"BT Brands, Inc.",9.38M,1.520,13.43%,14.65M
2968,AIHS,Senmiao Technology Limited,9.36M,0.890,1.14%,5.88M
2969,DEVS,DevvStream Corp.,9.34M,0.341,-9.12%,
2970,EVGN,Evogene Ltd.,9.34M,1.380,,8.51M
2971,WOK,WORK Medical Technology Group LTD,9.34M,0.640,-3.03%,11.51M
2972,PRPH,"ProPhase Labs, Inc.",9.33M,0.309,-20.54%,12.75M
2973,ACXP,"Acurx Pharmaceuticals, Inc.",9.33M,0.423,0.95%,
2974,DATS,"DatChat, Inc.",9.26M,2.200,-5.17%,515.00
2975,SAIH,SAIHEAT Limited,9.25M,5.63,-3.92%,6.95M
2976,ROMA,Roma Green Finance Limited,9.21M,0.770,1.26%,1.03M
2977,NURO,"NeuroMetrix, Inc.",9.21M,4.510,-1.63%,3.77M
2978,EJH,E-Home Household Service Holdings Limited,9.21M,1.060,3.41%,50.69M
2979,MSPR,"MSP Recovery, Inc.",9.20M,1.300,-4.41%,10.73M
2980,PRZO,ParaZero Technologies Ltd.,9.15M,0.820,-8.99%,932.15K
2981,SCKT,"Socket Mobile, Inc.",9.13M,1.200,4.35%,18.76M
2982,BNZI,"Banzai International, Inc.",9.11M,0.980,-8.41%,4.31M
2983,AEI,Alset Inc.,9.07M,0.845,-3.68%,13.19M
2984,GVH,Globavend Holdings Limited,9.07M,0.607,-2.06%,16.54M
2985,YHC,LQR House Inc.,9.06M,0.400,-82.38%,2.27M
2986,WATT,Energous Corporation,9.05M,0.297,-5.41%,768.00K
2987,KDLY,"Kindly MD, Inc.",9.03M,1.510,3.42%,2.88M
2988,FMST,Foremost Clean Energy Ltd.,9.01M,0.823,5.51%,
2989,PAVM,PAVmed Inc.,8.97M,0.810,5.61%,4.03M
2990,LNKS,Linkers Industries Limited,8.96M,0.681,-5.63%,4.75M
2991,RLMD,"Relmada Therapeutics, Inc.",8.94M,0.296,-2.15%,
2992,BREA,Brera Holdings PLC,8.94M,0.702,-0.35%,2.87M
2993,CAPS,Capstone Holding Corp.,8.93M,1.720,-19.25%,44.05M
2994,SPPL,Simpple Ltd.,8.76M,0.540,3.03%,3.47M
2995,CLEU,China Liberal Education Holdings Limited,8.69M,2.580,13.16%,2.41M
2996,CNFR,"Conifer Holdings, Inc.",8.68M,0.710,-2.85%,74.82M
2997,ARTW,"Art's-Way Manufacturing Co., Inc.",8.64M,1.700,0.83%,24.50M
2998,INTJ,Intelligent Group Limited,8.64M,0.658,-2.52%,2.34M
2999,FGI,FGI Industries Ltd.,8.61M,0.900,12.50%,127.18M
3000,RVYL,Ryvyl Inc.,8.58M,1.160,0.87%,63.53M
3001,WTO,UTime Limited,8.54M,0.237,5.29%,32.31M
3002,GIPR,"Generation Income Properties, Inc.",8.46M,1.560,-1.89%,10.22M
3003,NCI,Neo-Concept International Group Holdings Limited,8.45M,0.416,-5.05%,22.48M
3004,ABVC,"ABVC BioPharma, Inc.",8.45M,0.690,3.76%,509.79K
3005,XTIA,"XTI Aerospace, Inc.",8.41M,2.380,-9.16%,2.17M
3006,SAG,SAG Holdings Limited,8.35M,0.846,-27.70%,56.39M
3007,NTRP,"NextTrip, Inc.",8.35M,5.24,15.16%,623.66K
3008,HIHO,Highway Holdings Limited,8.34M,1.895,0.80%,7.35M
3009,TRUG,"TruGolf Holdings, Inc.",8.33M,0.392,-2.59%,21.92M
3010,SGMA,"SigmaTron International, Inc.",8.32M,1.360,13.33%,311.71M
3011,ABTS,Abits Group Inc.,8.32M,3.510,-7.39%,5.34M
3012,MFI,mF International Limited,8.30M,0.626,-5.14%,3.88M
3013,LUCY,"Innovative Eyewear, Inc.",8.23M,3.370,-0.30%,1.56M
3014,AIMD,"Ainos, Inc.",8.18M,0.530,1.90%,20.73K
3015,CYCU,"Cycurion, Inc.",8.09M,0.681,-6.69%,19.91M
3016,GLTO,"Galecto, Inc.",8.07M,6.10,47.34%,
3017,BCLI,Brainstorm Cell Therapeutics Inc.,8.04M,1.410,-8.44%,
3018,CYN,Cyngn Inc.,7.99M,4.560,-1.72%,368.14K
3019,SLNH,"Soluna Holdings, Inc.",7.95M,0.950,-5.00%,39.87M
3020,LSH,Lakeside Holding Limited,7.95M,1.060,0.95%,16.93M
3021,KLTO,"Klotho Neurosciences, Inc.",7.93M,0.293,6.55%,
3022,KRKR,36Kr Holdings Inc.,7.86M,3.960,1.02%,31.66M
3023,MARPS,Marine Petroleum Trust,7.86M,3.930,0.26%,945.50K
3024,APTO,Aptose Biosciences Inc.,7.83M,3.690,-6.11%,
3025,STRR,"Star Equity Holdings, Inc.",7.79M,2.420,5.96%,53.36M
3026,CMLS,Cumulus Media Inc.,7.78M,0.451,1.83%,827.08M
3027,ATXG,Addentax Group Corp.,7.72M,0.788,-6.25%,4.55M
3028,AYTU,"Aytu BioPharma, Inc.",7.65M,1.240,-0.80%,77.23M
3029,KITT,"Nauticus Robotics, Inc.",7.62M,1.190,4.39%,2.40M
3030,UGRO,"urban-gro, Inc.",7.62M,0.600,-7.35%,59.99M
3031,ILAG,Intelligent Living Application Group Inc.,7.61M,0.421,-4.32%,8.98M
3032,LMFA,"LM Funding America, Inc.",7.60M,1.480,,12.84M
3033,XELB,"Xcel Brands, Inc.",7.56M,0.320,9.55%,9.34M
3034,GSIW,Garden Stage Limited,7.52M,0.481,0.19%,1.31M
3035,HOTH,"Hoth Therapeutics, Inc.",7.46M,1.080,0.93%,
3036,POAI,Predictive Oncology Inc.,7.40M,1.110,0.91%,1.48M
3037,SQFT,"Presidio Property Trust, Inc.",7.36M,0.595,-0.82%,18.59M
3038,LCFY,Locafy Limited,7.33M,5.30,0.57%,2.67M
3039,ANTE,AirNet Technology Inc.,7.30M,0.510,4.83%,500.00K
3040,MEGL,Magic Empire Global Limited,7.29M,1.440,-2.70%,1.98M
3041,GURE,"Gulf Resources, Inc.",7.28M,0.680,-8.11%,12.80M
3042,CARV,"Carver Bancorp, Inc.",7.26M,1.380,-4.83%,24.06M
3043,BTAI,"BioXcel Therapeutics, Inc.",7.23M,2.330,-1.27%,2.28M
3044,MKDW,MKDWELL Tech Inc.,7.07M,0.366,-7.34%,3.67M
3045,SGLY,Singularity Future Technology Ltd.,7.06M,1.680,143.44%,2.26M
3046,PPBT,Purple Biotech Ltd,7.05M,2.735,-0.91%,
3047,GRNQ,Greenpro Capital Corp.,7.05M,0.930,2.11%,2.73M
3048,ZKIN,"ZK International Group Co., Ltd.",7.02M,1.360,-4.23%,108.20M
3049,WAFU,Wah Fu Education Group Limited,7.01M,1.590,-0.63%,6.37M
3050,CYCN,"Cyclerion Therapeutics, Inc.",7.00M,2.750,1.48%,2.00M
3051,WKHS,Workhorse Group Inc.,6.98M,2.130,-3.18%,9.10M
3052,JNVR,Janover Inc.,6.96M,4.930,13.59%,2.10M
3053,NVNI,Nvni Group Limited,6.95M,0.243,-5.30%,23.56M
3054,CEAD,CEA Industries Inc.,6.89M,8.59,7.37%,2.64M
3055,ALBT,Avalon GloboCare Corp.,6.88M,6.29,-1.72%,-8.32M
3056,OP,OceanPal Inc.,6.86M,0.914,0.44%,25.73M
3057,PRTG,Portage Biotech Inc.,6.83M,4.150,-4.60%,
3058,POLA,"Polar Power, Inc.",6.82M,2.720,0.37%,14.95M
3059,ASST,Asset Entities Inc.,6.82M,0.501,0.20%,501.58K
3060,ASNS,"Actelis Networks, Inc.",6.75M,1.080,-4.42%,7.72M
3061,DRMA,"Dermata Therapeutics, Inc.",6.73M,1.240,5.08%,
3062,GXAI,Gaxos.ai Inc.,6.69M,1.200,-0.83%,2.98K
3063,IVDA,"Iveda Solutions, Inc.",6.69M,2.960,-7.79%,5.31M
3064,BFRI,Biofrontera Inc.,6.66M,0.860,-16.50%,37.32M
3065,ALZN,"Alzamend Neuro, Inc.",6.66M,1.010,3.24%,
3066,KAVL,"Kaival Brands Innovations Group, Inc.",6.58M,0.560,2.19%,3.88M
3067,APM,Aptorum Group Limited,6.57M,0.920,,
3068,OTRK,"Ontrak, Inc.",6.54M,1.550,2.31%,11.24M
3069,LGCB,Linkage Global Inc,6.53M,0.183,-0.87%,10.29M
3070,FRGT,"Freight Technologies, Inc.",6.46M,1.270,11.40%,17.57M
3071,LDWY,"Lendway, Inc.",6.46M,3.650,-4.20%,31.58M
3072,ADXN,Addex Therapeutics Ltd,6.34M,7.60,-0.78%,701.26K
3073,ULY,Urgent.ly Inc.,6.31M,5.07,4.97%,142.91M
3074,CHSN,Chanson International Holding,6.31M,0.234,-0.81%,15.98M
3075,VMAR,Vision Marine Technologies Inc.,6.25M,0.639,0.31%,2.11M
3076,SILO,"Silo Pharma, Inc.",6.23M,1.390,1.46%,72.10K
3077,AEMD,"Aethlon Medical, Inc.",6.22M,0.428,-0.47%,
3078,CISO,CISO Global Inc.,6.21M,0.525,9.37%,54.63M
3079,QNRX,"Quoin Pharmaceuticals, Ltd.",6.18M,0.300,3.45%,
3080,PHIO,Phio Pharmaceuticals Corp.,6.16M,1.290,-3.01%,
3081,RTC,Baijiayun Group Ltd,6.07M,0.315,5.04%,54.53M
3082,SRM,"SRM Entertainment, Inc.",6.06M,0.437,8.98%,4.59M
3083,MNTS,Momentus Inc.,6.06M,2.030,5.18%,2.85M
3084,IBG,Innovation Beverage Group Limited,6.05M,0.725,20.79%,3.15M
3085,YGMZ,MingZhu Logistics Holdings Limited,6.01M,0.900,-4.26%,55.81M
3086,SNGX,"Soligenix, Inc.",6.00M,2.390,0.42%,364.18K
3087,JCSE,JE Cleantech Holdings Limited,5.93M,1.118,1.64%,14.72M
3088,OMH,Ohmyhome Limited,5.87M,2.490,-4.60%,5.39M
3089,EVOK,"Evoke Pharma, Inc.",5.85M,2.820,0.57%,10.25M
3090,GSUN,Golden Sun Health Technology Group Limited,5.84M,2.950,3.87%,10.16M
3091,ELWS,"Earlyworks Co., Ltd",5.81M,2.100,0.48%,2.29M
3092,RDGT,"Ridgetech, Inc.",5.79M,0.937,0.28%,147.13M
3093,TGL,Treasure Global Inc.,5.77M,0.110,-3.93%,2.40M
3094,HOFV,Hall of Fame Resort & Entertainment Company,5.76M,0.878,3.29%,22.53M
3095,CMND,Clearmind Medicine Inc.,5.75M,1.120,-4.27%,
3096,CHNR,"China Natural Resources, Inc.",5.73M,0.580,-0.03%,
3097,VVPR,VivoPower International PLC,5.73M,1.290,52.14%,79.00K
3098,VS,Versus Systems Inc.,5.63M,2.050,-2.38%,91.50K
3099,SYRA,Syra Health Corp.,5.63M,0.322,-0.71%,7.98M
3100,SNOA,"Sonoma Pharmaceuticals, Inc.",5.62M,3.480,-3.87%,13.97M
3101,CREV,Carbon Revolution Public Limited Company,5.61M,2.990,8.73%,39.26M
3102,GTBP,"GT Biopharma, Inc.",5.59M,2.500,10.62%,
3103,PNBK,"Patriot National Bancorp, Inc.",5.57M,1.400,32.08%,27.30M
3104,PMAX,Powell Max Limited,5.56M,0.380,-6.98%,5.97M
3105,BNGO,"Bionano Genomics, Inc.",5.52M,3.250,,33.33M
3106,XAGE,"Longevity Health Holdings, Inc.",5.49M,0.194,2.05%,32.84K
3107,KZIA,Kazia Therapeutics Limited,5.45M,0.976,-0.10%,1.66M
3108,VERB,"Verb Technology Company, Inc.",5.42M,5.46,6.64%,201.00K
3109,XWEL,"XWELL, Inc.",5.41M,1.030,5.10%,33.83M
3110,ONFO,"Onfolio Holdings, Inc.",5.38M,1.050,1.94%,6.59M
3111,GSHR,Gesher Acquisition Corp. II,5.37M,0.300,-1.64%,
3112,BOXL,Boxlight Corporation,5.34M,1.620,9.46%,150.71M
3113,DGLY,"Digital Ally, Inc.",5.31M,0.0670,-6.03%,21.13M
3114,VRAX,Virax Biolabs Group Limited,5.30M,1.220,-3.94%,84.87K
3115,CTNT,Cheetah Net Supply Chain Service Inc.,5.28M,1.640,-0.30%,455.81K
3116,IMCC,IM Cannabis Corp.,5.28M,1.790,0.56%,38.04M
3117,SLE,"Super League Enterprise, Inc.",5.27M,0.368,6.27%,22.27M
3118,RIME,"Algorhythm Holdings, Inc.",5.26M,2.210,-3.91%,32.48M
3119,VEEE,Twin Vee Powercats Co.,5.21M,0.350,,14.39M
3120,XBIO,"Xenetic Biosciences, Inc.",5.20M,3.370,-0.88%,2.50M
3121,CHEK,Check-Cap Ltd.,5.14M,0.879,-1.22%,
3122,BGLC,BioNexus Gene Lab Corp.,5.12M,0.285,-5.60%,9.26M
3123,LRHC,La Rosa Holdings Corp.,5.09M,0.220,3.29%,63.17M
3124,WNW,Meiwu Technology Company Limited,5.08M,0.152,6.95%,380.35K
3125,SNTG,Sentage Holdings Inc.,5.08M,1.810,-1.63%,146.47K
3126,CELZ,"Creative Medical Technology Holdings, Inc.",5.04M,2.880,3.60%,11.00K
3127,NUWE,"Nuwellis, Inc.",4.94M,1.130,,8.74M
3128,AMIX,"Autonomix Medical, Inc.",4.90M,1.990,-9.13%,
3129,GITS,"Global Interactive Technologies, Inc.",4.86M,1.840,5.75%,-186.28K
3130,ADIL,"Adial Pharmaceuticals, Inc.",4.85M,0.738,2.64%,
3131,ENSC,"Ensysce Biosciences, Inc.",4.85M,3.450,-3.09%,5.21M
3132,TWG,Top Wealth Group Holding Limited,4.79M,0.165,-4.06%,14.38M
3133,HTOO,Fusion Fuel Green PLC,4.77M,0.273,-5.67%,4.44M
3134,IMG,CIMG Inc.,4.67M,0.470,-9.96%,3.79M
3135,NVFY,"Nova LifeStyle, Inc.",4.64M,0.644,12.55%,9.96M
3136,JWEL,Jowell Global Ltd.,4.62M,2.130,-7.79%,160.01M
3137,TAOP,Taoping Inc.,4.61M,0.270,-4.12%,42.64M
3138,ONVO,"Organovo Holdings, Inc.",4.57M,3.140,925.47%,122.00K
3139,SBFM,"Sunshine Biopharma, Inc.",4.56M,2.280,2.24%,32.96M
3140,NCNA,NuCana plc,4.47M,0.790,-2.11%,
3141,IPDN,"Professional Diversity Network, Inc.",4.47M,2.450,-2.39%,7.01M
3142,MRIN,Marin Software Incorporated,4.40M,1.400,-1.41%,16.71M
3143,ALLR,"Allarity Therapeutics, Inc.",4.39M,0.990,3.13%,
3144,GRI,"GRI Bio, Inc.",4.34M,8.27,18.14%,
3145,EVTV,"Envirotech Vehicles, Inc.",4.31M,0.257,0.39%,1.73M
3146,BIAF,"bioAffinity Technologies, Inc.",4.31M,0.276,-1.46%,9.37M
3147,RKDA,"Arcadia Biosciences, Inc.",4.30M,3.150,-4.55%,5.05M
3148,ZAPP,Zapp Electric Vehicles Group Limited,4.30M,0.872,-9.71%,17.44K
3149,CNSP,"CNS Pharmaceuticals, Inc.",4.27M,3.710,2.49%,
3150,SONN,"Sonnet BioTherapeutics Holdings, Inc.",4.23M,1.380,-3.50%,1.00M
3151,ATPC,Agape ATP Corporation,4.19M,1.050,2.94%,1.35M
3152,FORD,"Forward Industries, Inc.",4.17M,3.790,1.88%,29.66M
3153,SOPA,Society Pass Incorporated,4.17M,1.160,-0.85%,6.91M
3154,OST,"Ostin Technology Group Co., Ltd.",4.12M,1.980,,32.46M
3155,OBLG,"Oblong, Inc.",4.12M,3.600,8.11%,2.38M
3156,SINT,"Sintx Technologies, Inc.",4.03M,3.000,4.17%,2.89M
3157,BKYI,"BIO-key International, Inc.",3.95M,1.060,4.95%,7.29M
3158,FTFT,Future FinTech Group Inc.,3.94M,0.190,-1.09%,18.54M
3159,MSGM,Motorsport Games Inc.,3.85M,1.210,-0.82%,8.69M
3160,RELI,"Reliance Global Group, Inc.",3.85M,1.340,-0.74%,14.05M
3161,TTNP,"Titan Pharmaceuticals, Inc.",3.83M,4.190,14.80%,
3162,RDHL,RedHill Biopharma Ltd.,3.83M,2.990,6.79%,3.71M
3163,SNES,"SenesTech, Inc.",3.79M,2.170,-2.25%,1.86M
3164,XYLO,Xylo Technologies Ltd,3.77M,5.15,0.86%,57.64M
3165,TCTM,TCTM Kids IT Education Inc.,3.75M,0.378,-0.47%,190.00M
3166,APVO,Aptevo Therapeutics Inc.,3.75M,2.570,4.05%,
3167,MBIO,"Mustang Bio, Inc.",3.69M,1.400,-2.78%,
3168,NCPL,Netcapital Inc.,3.68M,1.680,-2.33%,812.61K
3169,AEHL,Antelope Enterprise Holdings Limited,3.65M,0.110,-1.61%,69.08M
3170,XRTX,XORTX Therapeutics Inc.,3.62M,1.030,,
3171,GNLN,"Greenlane Holdings, Inc.",3.61M,0.428,-7.33%,13.28M
3172,AYRO,"Ayro, Inc.",3.61M,0.520,-1.89%,221.67K
3173,ATNF,180 Life Sciences Corp.,3.59M,1.130,7.62%,
3174,LKCO,Luokung Technology Corp.,3.59M,1.470,-8.13%,5.39M
3175,VSME,VS MEDIA Holdings Limited,3.56M,0.980,-8.41%,8.49M
3176,JXG,JX Luxventure Group Inc.,3.52M,2.324,-3.17%,38.49M
3177,SNPX,"Synaptogenix, Inc.",3.51M,2.590,-1.63%,
3178,BLMZ,BloomZ Inc.,3.46M,0.258,-8.35%,1.54M
3179,BAOS,Baosheng Media Group Holdings Limited,3.45M,2.250,-3.43%,859.23K
3180,IDAI,T Stamp Inc.,3.45M,2.050,-4.65%,2.16M
3181,ARTL,"Artelo Biosciences, Inc.",3.41M,1.040,5.16%,
3182,GLMD,Galmed Pharmaceuticals Ltd.,3.41M,2.260,-1.31%,
3183,MRM,MEDIROM Healthcare Technologies Inc.,3.40M,0.430,-11.36%,44.46M
3184,INM,InMed Pharmaceuticals Inc.,3.36M,2.780,-0.89%,4.83M
3185,ENVB,"Enveric Biosciences, Inc.",3.32M,1.740,0.58%,
3186,MBRX,"Moleculin Biotech, Inc.",3.27M,1.090,,
3187,CMCT,Creative Media & Community Trust Corporation,3.27M,0.246,-6.53%,123.71M
3188,CNET,ZW Data Action Technologies Inc.,3.24M,1.490,0.07%,18.46M
3189,IFBD,"Infobird Co., Ltd",3.22M,1.621,-0.55%,300.00K
3190,HSCS,HeartSciences Inc.,3.15M,2.910,0.34%,
3191,NAOV,"NanoVibronix, Inc.",3.14M,4.390,-1.35%,3.29M
3192,TNON,"Tenon Medical, Inc.",3.14M,1.000,-9.91%,3.28M
3193,LIPO,Lipella Pharmaceuticals Inc.,3.13M,2.580,-0.77%,483.53K
3194,EDBL,Edible Garden AG Incorporated,3.12M,2.570,-3.38%,14.07M
3195,GCTK,"GlucoTrack, Inc.",3.11M,0.299,-27.81%,
3196,UPXI,"Upexi, Inc.",3.08M,2.330,-7.91%,18.63M
3197,NITO,"N2OFF, Inc.",3.07M,0.269,-9.70%,175.31K
3198,CTHR,"Charles & Colvard, Ltd.",3.06M,1.010,2.04%,23.68M
3199,GNPX,"Genprex, Inc.",3.04M,0.358,-4.74%,
3200,ADTX,"Aditxt, Inc.",3.04M,9.63,-9.92%,212.11K
3201,JAGX,"Jaguar Health, Inc.",3.02M,0.231,-7.23%,10.48M
3202,CDT,Conduit Pharmaceuticals Inc.,3.01M,0.826,-6.05%,
3203,KWE,KWESST Micro Systems Inc.,3.01M,0.310,-0.61%,1.57M
3204,PRSO,Peraso Inc.,2.99M,0.850,5.43%,14.57M
3205,VLCN,"Volcon, Inc.",2.99M,0.880,-7.66%,4.04M
3206,CISS,C3is Inc.,2.98M,0.702,-0.99%,42.30M
3207,KXIN,Kaixin Holdings,2.95M,1.000,0.01%,12.68M
3208,XXII,"22nd Century Group, Inc.",2.94M,1.710,-7.57%,24.38M
3209,LIXT,"Lixte Biotechnology Holdings, Inc.",2.92M,1.300,-0.76%,
3210,SCNI,Scinai Immunotherapeutics Ltd.,2.90M,3.400,2.41%,452.00K
3211,AUUD,Auddia Inc.,2.89M,0.336,9.19%,
3212,EYEN,"Eyenovia, Inc.",2.89M,1.380,-4.17%,31.83K
3213,BENF,Beneficient,2.88M,0.340,-1.76%,-19.93M
3214,ENTO,"Entero Therapeutics, Inc.",2.88M,0.606,18.34%,
3215,BBLG,Bone Biologics Corporation,2.88M,0.880,7.06%,
3216,ELAB,PMGC Holdings Inc.,2.85M,4.930,-22.97%,2.45M
3217,THAR,"Tharimmune, Inc.",2.78M,1.440,-7.10%,
3218,PBM,Psyence Biomedical Ltd.,2.77M,0.625,-6.72%,
3219,CASK,"Heritage Distilling Holding Company, Inc.",2.76M,0.510,-18.46%,7.52M
3220,OCTO,Eightco Holdings Inc.,2.76M,1.130,4.63%,39.84M
3221,OLB,"The OLB Group, Inc.",2.73M,1.270,5.83%,16.01M
3222,SGBX,Safe & Green Holdings Corp.,2.72M,0.450,-2.68%,5.89M
3223,TANH,Tantech Holdings Ltd,2.70M,2.275,-10.96%,49.10M
3224,CETX,"Cemtrex, Inc.",2.69M,1.510,-6.21%,63.73M
3225,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",2.64M,0.421,3.85%,
3226,ICON,Icon Energy Corp.,2.63M,0.0910,-8.08%,4.81M
3227,UOKA,MDJM Ltd,2.62M,0.168,-0.12%,114.85K
3228,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.61M,1.770,-10.61%,462.61K
3229,ADD,"Color Star Technology Co., Ltd.",2.61M,0.910,-0.85%,2.83M
3230,REVB,"Revelation Biosciences, Inc.",2.57M,2.840,-2.41%,
3231,MYSZ,"My Size, Inc.",2.55M,1.250,1.63%,9.63M
3232,NXTT,Next Technology Holding Inc.,2.52M,0.361,3.08%,1.13M
3233,LICN,Lichen International Limited,2.49M,4.020,-2.19%,41.93M
3234,NLSP,NLS Pharmaceutics AG,2.45M,1.510,0.67%,
3235,STSS,"Sharps Technology, Inc.",2.41M,0.218,-14.88%,
3236,TCRT,"Alaunos Therapeutics, Inc.",2.39M,1.490,2.05%,7.00K
3237,ASTI,"Ascent Solar Technologies, Inc.",2.38M,1.800,2.27%,44.67K
3238,SMX,SMX (Security Matters) Public Limited Company,2.38M,2.380,-5.93%,
3239,LGHL,Lion Group Holding Ltd.,2.37M,0.0996,-1.87%,13.66M
3240,QLGN,"Qualigen Therapeutics, Inc.",2.37M,3.220,2.55%,
3241,SVRE,SaverOne 2014 Ltd.,2.37M,4.369,-3.21%,462.07K
3242,IVP,"Inspire Veterinary Partners, Inc.",2.35M,1.770,-6.84%,17.05M
3243,PLRZ,Polyrizon Ltd.,2.34M,0.558,0.43%,
